votes,name,seen,star,date,text
0,mark,看过,还行,2019-12-27 01:30:33,总之热气球上的戏比地面回闪的好看，两人的矛盾冲突前史都很一板一眼，但也显得同质化了，一个心结，一个困境，三次危机的处理还是很好，只是这个同质化的人物并没有擦出更多让人共情的火花，所以也就那样了
3,子文东,看过,推荐,2020-03-17 15:30:13,非常精彩了，不要被7.2的豆瓣评分误导，不仅仅是场面非常美，Amelia 这个角色好让人惊喜，不仅不是花瓶，还可以说是这部电影真正的主角了。仔细想一下挺有意思的是，通常被设定了“遭遇打击-陷入颓废-被说服出山-力挽狂澜”这条路线的，都是男性角色，但这部中却是女性，还做到了足够可信。她和搭档 James 之间的交流和信任也都很真实，最后也不搞 fall in love 的老套，为以上这些都必须要加分。即使仍然是很模式化的故事，对于丰富模式的努力也非常值得赞美了！
0,SELVEN,看过,还行,2020-01-13 22:16:41,68/100 琼斯和雀斑都有自己的商业大作，但他们绝不是商业类型片最好的人选。我的意思是，尽管《热气球飞行家》具有文艺片的气质，但它确实更适合做成商业片，以及选一对更偶像的演员。
0,阿历克斯,看过,还行,2020-11-15 18:29:29,原来菲丽希缇才是第一主角啊，强大的女性，大气层版地心引力。可惜是普通厅，再大一点的银幕就好了。
1,Симон,看过,力荐,2020-04-06 22:34:00,Incredible ! Magnificent ! Marvelous ! 如此伟大的历险，为了科学为了使命，怀着无与伦比的勇气与超凡的智慧，完成这一人类历史上的壮举！真的可歌可泣！Felicity Jones的表演实在是无可挑剔！这个故事太精彩了！看完之后唤起我对科研的兴趣，加油！！！
3,废铁城的小月亮,看过,推荐,2019-12-02 21:13:43,我要飞得更高～飞得更高～嗷～狂风一样舞蹈～挣脱怀抱～飞得更高～～～
2,猪头妖怪,看过,推荐,2019-12-22 21:50:14,两个演员之间的化学反应相当明显。台词扼要有力，煽情力度适中，戏剧冲突尤为强烈，理想主义的热情与魅力四处满溢。同时，肾上腺素一直在飙升。
0,超人叔叔,看过,还行,2020-11-15 10:59:26,干净清亮的高空画面令人极度舒适；IMAX2D 13 部分打开至1.90:1满屏
0,九命猫@victor-eyes,看过,推荐,2020-11-14 22:23:58,关公战秦琼式的传记，把两个不同时空的人放在一起做成一个关于冒险、做梦、美、科学的执念故事，基于此，没有接吻的两个人却有很强的爱情化学反应。按好莱坞日前思路捏造出体魄强于男性的女英雄形象（也顺应《万物理论》）。多一星给我自己坐热气球的记忆重合
1,一贫如洗刘扬扬,看过,推荐,2020-01-07 01:05:00,蝴蝶可以飞的好高啊
3,电影大指南,看过,推荐,2019-12-02 22:22:53,打破了传统传记片的模式，在剧本叙事相对简单的基础上，利用剪辑提升了观感加强了节奏。男女主乘着热气球在高空中探索、征服大自然，浪漫又刺激。每一位科学家都是勇敢的冒险家，真的太伟大了！#HIIFF#
2,红酒与谋杀,看过,较差,2019-11-09 01:47:24,上一次成就小雀斑 这部显然主推菲丽希缇琼斯。在片中这个所谓“纪录”上强调男人、女人 而不是人类human 可见其投机了。菲丽希缇琼斯的门牙真的和凯拉奈特利的下巴一样抢戏。今年格雷都拍了部《星际探索》告诉人们不要那么着眼太空 别老想着上天…这部倒好 俩人作死就为破个当时的人类纪录 可别说什么为了全人类 就是私心。《星际穿越》的上天那是为了寻找新家园。上来就给了结果 俩人都已经上天了 还在片子里插入大量之前二人没达成一致意见的过程 不明所以 又不是顺叙到最后才飞天。空中的奇幻展现也远远不够啊 想象力匮乏。这片就是为了让菲丽希缇琼斯冲次颁奖季吗？
0,Zcc911,看过,还行,2020-11-19 12:51:00,The.Aeronauts.2019.1080p.AMZN.WEBRip.DDP5.1.x264-NTG
0,孑然殇逝,看过,推荐,2019-12-27 11:30:22,无论画面和故事还是很中意的，但很可惜并没有太往深层次发挥。小雀斑演技无可挑剔，但感觉还是在演霍金，希望他能早日跳出这个印象做自己吧
1,英年早睡,看过,还行,2019-12-30 21:23:22,我一个畏高之人干嘛要看这个。。。。全程高空镜头紧张得要命。。。。
0,我不是,看过,还行,2020-01-07 12:10:39,风景很美。菲丽希缇琼斯的职业最佳表演。但是居然没提名……今年各类学院奖瞎的可以啊……
1,伏伏伏伏伏的馍,看过,还行,2020-11-14 15:49:15,升空后的镜头拍的不错，冒险情节拍的不错，可惜文戏糟糕台词无味，生硬的地方太多了很破坏观感。
2,闵思嘉,看过,还行,2019-12-02 23:50:29,冒险片+极地求生片的混合，非常有意思的地方在于一开始那种近乎马戏团美学的处理，和气球升上高空之后的简约的视觉处理形成了非常好的对照。也是娱乐和科学的对照。可惜前者没能延续。
1,Odin家的三公主,看过,推荐,2020-11-14 14:50:39,许愿以星辰，冰雪的冒险，科学的精神
0,与影牵手,看过,还行,2020-07-21 14:08:08,★★★看过就好了。
0,夏季的天空,看过,还行,2020-01-30 15:42:58,“我们让星星变得更近...往上看，天空如此广阔。”-- 制作精致，画面很美，不乏惊心动魄的桥段。这部片子骨子里是一部女性电影。（虽说是改编自历史事件，但实际上是彻彻底底的篡改。）小雀斑你醒醒啊，你分明是演技派来得。
1,Enid,看过,还行,2020-01-12 19:59:38,英剧导演就是有英剧的俗套，特效也有点不平衡（虽然在影棚里拍空中灾难难度不小），因为硬伤跟演员情绪的处理使之介于魔幻与写实之间的尴尬境地
0,Crazy Ivan,看过,推荐,2020-02-01 12:08:05,万达IMAX
0,0,看过,力荐,2020-11-14 20:06:59,数个世纪之后外星人光顾荒无人迹的地球时，既会惊叹于人类的渺小，也会为其创造的璀璨科学文明而惊叹吧。
4,Ruirui,看过,推荐,2019-12-02 19:38:01,浪漫。危险。伟大。女性主义。科学家脑子还是有用的。天空是开放的，美丽又危险。
0,麟,看过,推荐,2020-11-14 21:21:14,一部很适合在大荧幕上看的电影。天空之门永远为你敞开～相比起大海，天空的美更加纯净～也更加冰冷。是雪让女主改变了想法继续飞行，也是雪花救了他们一命，让他们来得及做应对。女主飞行的原因和男主一开始是不同的，患难与共后两个人的心才靠近。小雀斑真的好适合当学者的说
0,w2jmoe,看过,较差,2019-12-29 01:33:08,不太好看... :(
1,metaphor17,看过,推荐,2020-11-14 23:00:45,这一场华丽的冒险没有真实的你陪我走
3,烦烦,看过,推荐,2019-12-02 20:04:52,剧本确实很工整，整体还是挺刺激的，高空爱好者的读音，恐高症的噩梦，开场就很吸引人，情节比较紧凑，一直维持在嗨点上，基本没啥尿点，演员方面感觉女主更出彩
1,风间隼,看过,较差,2020-01-30 19:15:19,女主角不但拥有“受创消沉-振作精神-自我救赎”的经典主角心理曲线，还万米高空美女救英雄包揽动作戏，一脚踩上热气球阀门的那个全景就差大吼一声“老娘是世界女王”了。小雀斑相比起来就是个性格没什么层次的无聊科学家。我心想可以啊从科学史上发掘出这么有魅力的女飞行员来，值得鼓掌，结果一查整个人物是假的，当年是两个男的一起上的天。这就呵呵哈哈嘿嘿……太可乐了。主创们政治正确的那点小心思啊。3星片本来要加一星的，现在减一星吧。
0,尼莫幸运鳍,看过,较差,2020-03-05 02:46:05,看到真实事件改编，又看到是男女双主角，心中惊叹，竟然有这么酷这么戏剧化的热气球航行历史。后来一看，女主角竟然是杜撰出来的，历史上其实是两个男生。一万只草泥马，就这么对待历史？什么年代了，两个男的一起不香么？
2,Voiiz-,看过,推荐,2019-12-02 20:02:13,#HIIFF 
0,行之🇨🇳,看过,还行,2020-11-13 19:47:36,妇女能顶半边天，啊不，大半边
1,gegemoon,看过,还行,2019-12-29 15:15:38,很工整，是优点也是缺点，这也是为什么今年颁奖季查无此片。他们最后往下丢东西的时候我好在意底下的人会不会被砸到。
0,惘然,看过,还行,2020-11-14 23:24:55,科学家+冒险家，理论+实战，前面实战救了理论，后面理论救了实战，天下无敌。
0,#外出偷狗#,看过,还行,2020-08-16 12:39:15,不是特别有必要的传记，除了复古热气球风情和冒险特效。重现<万物理论>的搭档则毫无必要，特别是redmayne又来这种nerdy scientist角色。
0,摇滚玄奘,看过,还行,2020-11-16 23:46:02,看得我这恐高患者心惊肉跳的
0,低首尘埃,看过,推荐,2020-11-16 02:04:39,从小到大就喜欢夺宝冒险和理想主义，探索未知的人散发出迷人光芒，不算有深度，结局光速收尾，有点像十几年央视引进风格的剧情片，很适合大荧幕，云雾，雪片，星辰，大地，无一景不美，愉快又刺激，收获斯宾塞的一首诗：蝴蝶的命运。
1,颜落寒,看过,还行,2019-12-20 12:53:46,海上漂流，太空漫游，都比不上这场云层之上华丽的冒险。
1,Maxthor,看过,推荐,2020-11-09 22:42:38,震撼的视觉画面以及Eddie Redmayne和Felicity Jones出色的演技，The Aeronauts的整体的紧张感和连贯感虽然被其顺叙与插叙相结合的手法削弱外，人类对天空、太空乃至未知的向往仍然使得这场向上的冒险美丽、惊险且壮观。
0,大头皮鞋,看过,推荐,2019-12-31 19:34:00,为了热气球及云上的美景，多多点赞
0,噩梦枕头,看过,还行,2020-01-18 21:12:09,十九世纪版《地心引力》，惊险度是有了，但剧本略粗糙。
2,Superhat,看过,还行,2019-12-03 18:46:01,想看看这戏技术上怎么解决，不好的一方面是果然大量闪回拼接，最开始还小心翼翼，后来就一发不可收拾，也不管人物状态和逻辑能不能碰一块，好的一方面是尽情发挥想象力来了个绝地营救，把古典的浪漫主义马上变成现代的女性主义，真敢想。万物理论组合在各自作品中的角色类型在这又嫁接在了一起，舞台剧腔的狂想科学弱鸡和体术惊人并且往事难忘的女英雄，有种神奇动物遭遇侠盗一号的破壁感，怪怪的但还可以接受。高空蝴蝶那段，影子没擦干净哎，技术破绽挺多，识别度也差。两星半
0,Raphael雷,看过,力荐,2020-11-18 21:41:09,向所有人类先驱致敬！
8,舒农,看过,较差,2019-12-07 21:07:24,好难看
21,m89,看过,还行,2019-12-23 15:40:16,大英帝国最后的倔强，片尾曲不错。不愧是Tom Harper，男女一定要平等，政治正确般无聊。完全按照工业套路展开的常规拍法，闭着眼睛都能预测到剧情走向，没死过几个挚爱亲朋，你都不好意思说自己是pioneer。
3,Lynx chen,看过,推荐,2020-11-15 12:31:28,一个简单的小故事，就2个人物，2平方米的空间，共处了90分钟，却让我感受到对于科学的执着，对于热爱的坚持，对于过往爱情的追忆，对于新生的喜悦，小雀斑从不让我失望
3,闪电杰克,看过,推荐,2020-11-13 19:50:21,我想它还是值得一场大银幕。尽管从剧作和导演层面看相对规整平实，但它仍有三个高光时刻值得记录：1、第一次遭遇暴风雨时，毫无经验的男主险些葬送了此次旅程，而女主告诉男主，穿过暴风雨最安全的办法，不是下降，而是上升UP（呼应主题）；2、热气球升至5000多米时，蝶群忽然蹁跹而至（昆虫借助气流能比鸟类飞得更高），证明人类在自然面前仍旧是学徒；3、为让两人都活下去，女主在几乎不可能的情况下爬至热气球顶部，那一刻仿佛魂穿《荒野猎人》《地心引力》，只是凭借勇气突破极限的角色变成了女性，顿时让本片多了些女性主义色彩（从热气球摔下虚空的镜头非常震撼）。此外，第三幕里对男女主关系的处理深得我意，两人之间始终与爱情无关，是因为都怀抱着“让世界更接近星空”的信仰，他们并肩作战，一起向天际更深处而去。
10,李湘,看过,力荐,2020-11-13 16:20:43,很想知道从空中丢东西不怕砸到人吗？！
17,电影Mark,看过,还行,2019-12-02 19:48:21,海南电影节开幕影片：科学双人组太强了，银幕契合度好评！人类对天空的向往，很大程度促进了科学技术的发展，电影的惊险程度不亚于太空电影。
10,随便侃侃,看过,还行,2019-12-28 06:46:13,电影很中规中矩，但先驱者精神不灭
7,陆支羽,看过,还行,2019-12-07 20:30:01,3.5。
12,蛤那,看过,力荐,2019-09-20 12:47:04,“天空是开放的”
6,津五渡,看过,推荐,2019-12-29 00:30:58,探索精神太有魅力了，闪闪发光。片子很震撼，惊心动魄加上视觉享受，领略了对天空的向往、对未知的追寻，大美。
6,贺子韶,看过,推荐,2019-10-08 07:01:53,"又一次为了Eddie加星。
整体只有及格水平，匠气过重的同时问题也是很多。
故事线中规中矩，叙事手法也平平无奇，配角的功能性真的不要太明显。
剪辑有些地方真的挺难受的（甚至怀疑是不是没剪干净…），场景切换很硬。
摄影，有些镜头给得不太舒服，拍墓碑能别晃吗？
但是我觉得最要命的是台词，地面上那几段的舞台感太重了，平常人不是这么开口就是使命天空大地的orz（而且其实James一上来就拉Amelia让她带他上天也够突兀了…）
配乐可以
特效可以
演员非常可以！！！
其实要不是因为他俩的对手戏真的太有感觉了，这部片及不了格orz
感谢小雀斑再一次接了这种服道化满分但是其实要考演技拯救全片的本子orz"
11,桃桃林林,看过,还行,2019-12-10 19:08:50,恐高症爱好者的福音。尤其是女主的几场惊险戏份，惊心动魄啊！这也会更钦佩那个时代的冒险家们。而电影本身，就正常吧。
8,λΔ消极分子,看过,2019-12-28 18:49:15,,莫文蔚的奇幻之旅~建议看片之前在手心和脚心垫点尿不湿什么的
3,水浒三国金刚,看过,还行,2020-11-13 11:37:40,气象万千
5,方枪枪,看过,还行,2019-12-25 11:50:56,热气球飞行家，天气预报员。高空热气球有几场戏，看得人惊心动魄。
4,饮歌,看过,还行,2019-09-12 22:37:58,整体一般，类型片里的常规元素挺全的；仅靠特效让恐高的观众紧张一下，这样的做法到底会让人审美疲劳。
4,魔力水族,看过,还行,2020-11-15 11:21:45,感觉高度还是不够
3,徐若风,看过,还行,2020-11-14 21:19:22,3.5  至少在“精致工整行货”的预期下，中后段影片的表现还是有超期的。尤其是中段“争执是否下降”引出来的之后几场戏，无论惊险场面带来的观赏性还是主题上的分离与凝聚再到演员的精确表演，都是力道逐渐递增的状态。对于这个天花板本身就已经被压得很低的题材，以及毫无个人特色的导演而言，看得出来大家都是尽力了，不容易...
2,戴七个表,看过,推荐,2020-11-14 17:27:10,“the sky lies open.”/事件本身已足够伟大，过度煽情，硬塞主题，适得其反。/在我有限的观影当中，这类影片还得是八股文的神，罗伯特泽米吉斯拍得最好，比如《云中行走》就观感极佳。
1,谋杀游戏机,看过,还行,2020-11-15 00:05:57,有点冒险传记片套路（冒险壮举+不断闪回准备过程），但还是蛮好看的，尤其连件外套都没带就敢义无反顾上万米高空、那种为人类探索一小步比自己生命还重要的先驱者精神，放在19世纪英国背景下，令人很神驰。类似感觉在太空、航海的冒险片里也成立。原型人物的飞行高度记录保持了45年，相当于今天的民航高度。和恐高症同伴一起看云中行走、徒手攀岩和这部（而且是IMAX），看的过程手心全是汗。霍金CP真的好搭，这部里女主太勇猛了，虚构的女性角色保护男性，最后没强行爱情结局好评
4,李一凡,看过,推荐,2019-12-02 19:40:05,知识的进步，人类福祉的增加，需要有人为此做出牺牲，这是必然的。人类在几个世纪里不断地对自然，进行极限挑战，这是一个关于勇气和认识自我的故事，也是一个教会人勇敢去主动改变世界的信念片。男女主的演技，还可，随着热气球不断上升，表演出了随着周遭环境条件的改变，人对自然环境适应的不同的精神状态和本能反应。＃HIIFF
0,豆友218894607,看过,还行,2020-11-13 19:36:17,6.5分，作为商业电影来说很棒，但是其中一些情节过于刻意而显得有点假，并且一些地方拍的违反科学，不过无伤大雅，在一部商业片里塞进科学家的梦想，我喜欢这样的情怀。男女主角的演技高于电影，值得称赞
0,老晃,看过,还行,2020-01-09 23:17:38,对光的运用和控制太美了
1,#未注销#,看过,还行,2020-11-13 23:04:49,"——🍅72%🍿️95%——（《万物理论》）“霍金”夫妇，再续前缘。放飞自我。
主要行动：减重/主要矛盾冲突：是否减重。
乏善可陈。不过，好歹感官刺激有保障——躲避暴风雨的那场是惊心动魄，吊起我的期待值。
然而，艾米莉亚攀上爬下维修热气球外部的时候，危机感消解殆尽，主动暴露在空中在我看来是更危险的处境，结果气氛却比之前轻松，随后的昏迷倒挂加速简直开挂。它接下来的设置的危机很难再说服我。"
2,五月微蓝,看过,推荐,2020-02-14 22:09:57,这是一部大女主电影啊，菲总辛苦了，怎么每次和我斑合作都要照顾他哈哈！在这个节日看我喜欢的cp也很满足了，如果有机会还是想看大荧幕，热气球和星空一定特别美。
0,📡,看过,还行,2020-01-06 10:14:42,用生命在做科学。
1,M78星云奥特曼,看过,还行,2019-11-05 03:36:35,和绝大多数真实事件改编电影一样，在真实事件中可以照搬的东西太少，所以花了一半时间穿插着讲上天前的困难时，有种在硬憋东西的感觉，因为即便不讲这些观众也能轻松猜到发生过什么。比较惊讶的是上天后的故事从我预测的纪实片变成了天空观景冒险片？我不太看得出来男主在做科研，倒是被他们在几千英尺外的气球上攀上爬下吓得不轻（which可能是唯一有新鲜感的地方）。
0,喵尔摩丝,看过,推荐,2019-12-30 23:30:07,"Together, we brought stars closer.妈呀！年度最美情话！又好看又吓人的一部“半”传记片，摄影真的太漂亮了，满天星斗，还有随风飘游的黄蝴蝶，美到我找不到合适的词形容。虽然我一直对人类征服自然这种话题不太喜欢，但是作为科学家，探索自然，职责所在。内心默默念叨过一万遍求求小雀斑别再演时代题材了，能不能也现代一回，然后又一次被他在皇家协会外面伸手接住雪花的瞬间戳到。我要哭着说，我还能爱他！"
0,蓝毛水怪,看过,还行,2020-01-20 10:30:19,剧情老套，摄影讲究
0,华盛顿樱桃树,看过,还行,2019-12-21 11:12:14,传统传记片的故事结构，高空探险戏刺激，但带着主角光环式的庇佑少了点紧张感。当然最好的还是琼斯的表演，凭什么就不是颁奖季热门了，真心不比格格差。
1,尘嚣,看过,还行,2020-11-15 22:57:59,随风飘扬五千米，黄色蝴蝶悬在你的肩头；扶摇而上八千米，日晕星辰那般深邃迷人；挑战极限一万米，冰花纷飞竟是如此晶莹剔透。得不到学院派的支持，他需要创造历史；架不住家里的安排，她只好重返琼宇。往上飞，科学记录更高一尺，丧夫的痛苦也多一分，死生亦大矣，薄如纸的生命，重如山的深情。风暴中人的力量羸弱，满怀着对自然的敬畏，不断探索着边界的可能，化为了后代的白纸黑字，惊险传奇。
0,邻舍的老花猫,看过,推荐,2020-02-05 23:49:21,这种既有故事又有特殊场景的片子真想大荧幕上看一遍 女主一直优秀加一星
0,O型血,看过,2020-10-15 10:32:48,,科学家飞上万米高空不幸被困，在极寒环境下爬上热气球顶艰难自救https://www.bilibili.com/video/BV1dZ4y1N7pc
0,Zeitgeist_,看过,较差,2019-11-06 05:07:28,有一种”好不容易请到黄金搭档两边都不能浪费可是这次该让女演员发光了不知如何权衡故事线最后两头都不着调“的感觉 空中的惊险桥段还OK 其余平平无奇 想告诉编剧凸显女探险家不等于让另一个男科学家变莽汉
1,纤纤,看过,还行,2020-11-14 10:49:20,摄影功力不俗，故事叙述的不错，能给你身临其境的感触。
0,Nesen,看过,还行,2020-01-05 17:18:38,看了半小时，弃
0,willamette,看过,还行,2019-12-27 22:36:50,和预期一样的三星电影，高空戏还挺不错的，闪回部分都很尴尬。看最近雀斑的采访都在说会努力找点当代的角色演的，知道就好哦。。
2,豆友188833286,看过,推荐,2019-11-11 05:09:38,"Look up, the sky lies open. 感觉所有触及探索人类知识极限的电影都好对我胃口，太爱这一对了。"
0,长袜子,看过,还行,2019-12-21 21:34:35,传记片注定不能走《一切尽失》那种抛却前因后果只剩与大自然抗争过程的拍摄路线。但我还是觉得既然片子想玩实时电影风格（90分钟升空对应时间差不多的电影长度），那就不要老是玩闪回杀，人物背景故事完全可以放在两人天上对话交流中就讲清楚。当然，片子热气球升空的惊险段落还是非常刺激的，如果在IMAX影院看肯定值回票价。65
0,尔安宋,看过,推荐,2020-11-13 20:15:08,电影院看还是挺爽的，特别是气球上的戏太身临其境了，琼斯辛苦了！
0,milvaro,看过,较差,2019-12-22 16:46:50,闪回太多严重打乱叙事节奏
1,Melody火星麦,看过,推荐,2020-11-14 00:24:16,在自然与科学世界里减压。果然看完心情舒爽，敬畏未来，也感叹小雀斑的腿也太长了
1,费纸姬,看过,还行,2020-05-11 03:45:04,"You don’t change the world simply by looking at it, you change it through the way you live in it. "
1,查克同志,看过,还行,2019-12-08 00:47:07,专门跑去IMAX laser看，像是维多利亚英国版的Gravaity+The Walk，但大量无趣的命题式闪回限制了成为佳作的可能。小雀斑角色定型严重，无甚新意。对剧情推动也没什么作用。Felicity Jones的角色要饱满许多。
1,秋天不吹风,看过,较差,2019-10-08 05:25:40,19世纪的灾难片而已，导演讲故事的能力太差了，结构和起伏都乱成一锅粥，履历表里的战争与和平也是类似的问题（但也比这部好太多！）以及我所认为的marvelous的演技是体现在细节之处，而不是演员通过把自己搞得很糟糕来发声…认可演员的付出，但不认同这种自我牺牲的表演模式
0,Keith Lee,看过,推荐,2020-11-15 20:26:50,小雀斑与琼妹《万物理论》后再合作，虽然全程特效，但IMAX看特别美轮美奂，和《云中行走》有异曲同工之妙，人物内心戏发挥的比较好，中途几次感动落泪
0,明月何时照哥谭,看过,推荐,2020-03-23 17:46:01,明明很好看呀，除了两线叙事显得有点儿断断续续，但热气球上的片段还是令人捏一把汗，菲丽希缇琼斯真的好可爱
0,开开!,看过,还行,2020-01-11 23:53:35,太多特效了吧，啃的是俩人二度合作的cp感。天空好美。完。
1,蒙奇D,看过,还行,2019-12-26 15:32:18,上次小雀斑和菲丽希缇·琼斯是在地上绕圈圈，这一次绕到天上去了。一转眼《万物理论》已经是5年前的电影了。这次菲丽希缇·琼斯是热气球飞行员，小雀斑是气象科学家，他们一起打破人类极限，热气球飞行高度创造了新的世界纪录。虽然对于高空环境的恶劣性考虑不足，造成了命悬一线的惊险场面，但获得了前所未有的气象数据。不仅知道了大气分层的概念，而且为气象预报的可行性创造了条件。小雀斑太弱鸡了，要不是琼斯的勇敢和智慧，他俩应该就死在天上了。
0,Pavlov,看过,还行,2020-11-15 14:42:23,剧情比较吸引人，在高空的各种经历在惊险刺激的同时，也不失浪漫、奇幻，在冒险中穿插过往闪回的套路中规中矩，但情节设置上感觉为了塑造女主，戏份有些失衡、也有些不合情理，特别是当女主孤身一人爬到热气球顶端打开阀门的时候，男主就一直躺在篮子里毫无意识，犹如“废物”一般。此外，如果说男主是初生牛犊不怕虎自信不怕冷而不带防水服，女主自己经历过这么多次飞行、同行也提到在高空有冻伤风险的情况下，却连手套都不戴一副，是不是有些准备太不充分？女主把一只鞋丢在球顶，男主直到鞋子落下才发现，看到女主冻手也没采取任何保暖措施。小男孩的情节感觉有些多余，片尾曲不错。20201114@广安门
0,哗啦啦,看过,还行,2020-02-08 22:45:53,英国电影总是追求真实，但不合适天马行空，仿佛那是在模仿好莱坞。
1,Cherry樱桃之远,看过,还行,2019-10-14 07:08:58,除了几个高空的镜头让人紧张的效果还不错之外，其他都很一般。
1,守望者,看过,推荐,2020-03-04 16:34:23,人类社会的进步必须感谢这些有梦想并且矢志不渝又坚持不懈的科学家！男女主既<万物理论>之后的二度合作默契感十足。ps，片尾曲<Home To You >非常好听，推荐！
1,阿希尔,看过,还行,2019-12-20 23:00:45,竟然蛮想在大银幕看IMAX版......
0,豆瓣路人己,看过,还行,2020-11-16 15:25:28,2.5
0,寡狗,看过,推荐,2020-11-16 01:19:59,正因为有人能不顾生命安全也要去超越那些被人认为不可能的事，才是人类最伟大的特质，男主一度被老婆说弱鸡，但最后还是因为科学和智慧拯救了他俩，每个人都有其价值等待其自身去发现，万米高空的风景不是盖的，人类走遍地球每个角落但唯独星空，或者说，向着更高的宇宙，永远攫取着人们的好奇心，永远驱动着人们一代又一代的努力，我们不该止步不前停留在地球文明，我们的目标是星辰大海，但愿每个人都有一份值得执着追求并且用一生为之奋斗的目标。
1,sickboy,看过,推荐,2019-12-17 10:08:35,電影院
0,球场终结者行云,看过,推荐,2020-11-13 19:13:10,3.5星。周五下午在一个银幕脏兮兮环境像80年代录像厅般的效区影院看的（20元票价还要啥自行车？），整个影厅就我和另个迟到的女生（这倒是很应景电影中的人物氛围了）。还是挺喜欢这种半写实半虚构的电影，不过相比气球上的惊险，文戏就有点像《中国机长》般凑时间了，最后最让我这个处女座难释怀的是：就没人关心那些高空扔下的行李箱子砸坏花花草草吗？
0,基瑞尔,看过,推荐,2019-12-20 12:32:12,大概是Amazon命中无“爆”运，其实是故事振奋人心也足够在视觉上达到出色的电影，但却再次沦为旗下众多颁奖季“哑弹”的其中一枚。Amelia打破的性别藩篱与勇敢，James的古怪坚持却最终推动的大气层研究，两人的结伴是因为对天际探索的共同渴望与对危险的不惧。而除去因求生所分享的对视之外，并无意再安插任何很鸡肋的情感互动，也属于很值得肯定的做法。戏外关于虚构角色来插入真实故事的争议，以及涉及某种议题的小聪明显得有些拙劣，不过《隐藏人物》等一干电影也做过，还是从中汲取的能量更为重要吧。
1,一个裤头的诞生,看过,还行,2020-01-01 22:52:59,埃迪和菲丽希缇两位几乎成了传记片专业户，表演还是发挥稳定的，片尾曲 Home To You - Sigrid 比电影更感人
